dataset_id,dataset_name,best_algorithm,score_logreg,score_knn,score_random_forest
972,squashstored,random_forest,0.7857142857142857,0.7857142857142857,0.8571428571428572
973,wine,logreg,1.0,0.9545454545454546,1.0
974,hayesroth,random_forest,0.6266666666666667,0.32,0.78
975,autos,random_forest,0.680952380952381,0.8035714285714286,0.8523809523809525
982,heartc,knn,0.7614634146341464,0.7858536585365854,0.7736585365853659
983,cmc,random_forest,0.631761442441054,0.6147396293027361,0.6635039717563989
984,analcatdatadraft,knn,0.5,0.5,0.5
985,squashunstored,knn,0.6507936507936507,0.8015873015873016,0.8015873015873016
986,analcatdatamarketing,knn,0.5047619047619047,0.5142857142857143,0.5142857142857142
987,collins,random_forest,0.8591269841269842,0.8174603174603174,1.0
988,fl,random_forest,0.625,0.5625,0.6346153846153846
989,anneal,random_forest,0.9638956310679612,0.8970722087378641,0.9897603155339806
