dataset_id,dataset_name,n_rows_used,n_features_used,best_algorithm,mf_basic_n_samples,mf_basic_n_features,mf_basic_n_numeric,mf_basic_n_categorical,mf_basic_n_classes,mf_basic_missing_ratio,mf_stat_num_mean_abs,mf_stat_num_std_mean,mf_stat_num_skew_abs_mean,mf_stat_num_kurt_mean,mf_stat_abs_corr_mean,mf_stat_target_entropy,mf_struct_samples_per_feature,mf_struct_cat_to_num_ratio,mf_struct_class_imbalance,mf_struct_mean_unique_ratio,mf_struct_zero_ratio_numeric,mf_struct_avg_cat_cardinality
827,disclosurexnoise,662,3,logreg,662.0,3.0,3.0,0.0,2.0,0.0,23.48797887613293,8.947933050819206,0.23411291865474607,0.05480034853666371,0.011276950685792583,0.9999736639136605,220.66666666666666,0.0,1.012158054711246,1.0,0.0,0.0
828,fric,100,100,random_forest,100.0,100.0,100.0,0.0,2.0,0.0,2.4199999999897828e-08,1.000000029725532,0.14420417213539674,-1.0865285940381477,0.08709077345809933,0.9974015885648542,1.0,0.0,1.127659574468085,1.0,0.0,0.0
829,fric,100,5,random_forest,100.0,5.0,5.0,0.0,2.0,0.0,4.599999999110871e-08,1.0000000222521588,0.2762388149030686,-0.910683588066578,0.15274356790123625,0.9927744539849228,20.0,0.0,1.2222222222222223,1.0,0.0,0.0
830,fric,250,10,random_forest,250.0,10.0,10.0,0.0,2.0,0.0,1.4400000002190437e-08,1.000000021182796,0.12185856138329883,-1.003736894146464,0.1085909365723524,0.9459534760660262,25.0,0.0,1.7472527472527473,1.0,0.0,0.0
831,autoMpg,398,7,logreg,398.0,7.0,7.0,0.0,2.0,0.0021536252692031586,480.9657573582197,142.61323027649092,0.585420179065317,-0.5320765896273155,0.5643414141299873,0.998177693951097,56.857142857142854,0.0,1.1058201058201058,0.230437903804738,0.0,0.0
832,fric,250,25,random_forest,250.0,25.0,25.0,0.0,2.0,0.0,1.1840000000411521e-08,1.0000000358910754,0.15690409172314954,-0.9991977725774954,0.06984408458492405,0.9909324035654845,10.0,0.0,1.2522522522522523,1.0,0.0,0.0
835,analcatdatavehicle,48,4,knn,48.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9886994082856122,12.0,4.0,1.2857142857142858,0.0625,0.0,3.0
838,fric,500,25,random_forest,500.0,25.0,25.0,0.0,2.0,0.0,1.4159999999794337e-08,1.0000000282733428,0.1576117418486356,-0.9712995190716184,0.05530813367671708,0.9866165198459238,20.0,0.0,1.3148148148148149,0.99992,0.0,0.0
839,kddelninosmall,782,8,random_forest,782.0,8.0,8.0,0.0,2.0,0.07448849104859334,27.596005434782608,20.879883776482856,0.798525557122245,3.879469541767822,0.1378487086770879,0.9344102044509572,97.75,0.0,1.854014598540146,0.16272378516624042,0.008631713554987212,0.0
840,autoHorse,205,25,logreg,205.0,25.0,17.0,8.0,2.0,0.011121951219512196,1267.821274031564,529.0904636581326,0.9129264446068184,1.773570246499006,0.3390052743190617,0.9737326459197955,8.2,0.47058823529411764,1.4698795180722892,0.1808780487804878,0.019225251076040173,6.375
841,stock,950,9,random_forest,950.0,9.0,9.0,0.0,2.0,0.0,41.01183473684211,7.1464508982335895,0.36555916858492377,-0.7783488319532706,0.4282617207013176,0.9994596212523648,105.55555555555556,0.0,1.0562770562770563,0.22795321637426902,0.0,0.0
842,analcatdatarunshoes,60,10,knn,60.0,10.0,9.0,1.0,2.0,0.023333333333333334,12.699444444444445,5.701011476614552,1.1278013636483322,0.931930290861721,0.17165821218406033,0.9709505944517833,6.0,0.1111111111111111,1.5,0.075,0.32222222222222224,5.0
844,breastTumor,286,9,logreg,286.0,9.0,3.0,6.0,2.0,0.003496503496503497,18.375291375291376,4.728636210342068,0.902952715796252,2.145222519576175,0.14624540161131103,0.9812579903537847,31.77777777777778,2.0,1.3833333333333333,0.03146853146853147,0.17132867132867133,2.6666666666666665
845,fric,1000,10,random_forest,1000.0,10.0,10.0,0.0,2.0,0.0,5.299999998431559e-09,1.0000000265863591,0.04588562454575333,-1.1933011518954724,0.020451904386288747,0.9997662707781585,100.0,0.0,1.0366598778004072,1.0,0.0,0.0
850,fric,100,50,logreg,100.0,50.0,50.0,0.0,2.0,0.0,2.239999999999742e-08,1.0000000331964511,0.10208548550858368,-1.183266575408493,0.08012566245193077,0.9997114417499247,2.0,0.0,1.0408163265306123,1.0,0.0,0.0
852,analcatdatagsssexsurvey,159,9,random_forest,159.0,9.0,9.0,0.0,2.0,0.0041928721174004195,2721.049615653389,1880.5885393501464,2.08443835218573,6.86631509255695,0.1391452613751882,0.760397118293757,17.666666666666668,0.0,3.5428571428571427,0.07127882599580712,0.32634521313766596,0.0
853,boston,506,13,random_forest,506.0,13.0,13.0,0.0,2.0,0.0,70.07396704469444,26.765896791778385,1.5513333429628728,4.333779065262662,0.38901956124782633,0.9780709709706108,38.92307692307692,0.0,1.4210526315789473,0.4311340833079964,0.12815445424141075,0.0
854,fishcatch,158,7,logreg,158.0,7.0,7.0,0.0,2.0,0.0786618444846293,18.972061482820973,6.5248849344748665,0.7380312510046981,0.5559688046055972,0.2577385516338877,0.9702053179720987,22.571428571428573,0.0,1.507936507936508,0.4665461121157324,0.12839059674502712,0.0
855,fric,500,10,random_forest,500.0,10.0,10.0,0.0,2.0,0.0,3.8000000024851485e-09,1.00000002601544,0.34306074596192715,-0.5038381598769792,0.18311581076878464,0.9921837794358458,50.0,0.0,1.2321428571428572,1.0,0.0,0.0
857,bolts,40,7,logreg,40.0,7.0,7.0,0.0,2.0,0.0,12.96957142857143,9.587091400569335,0.3758635061271116,-0.9626888420784,0.14856530073917174,0.9340680553726057,5.714285714285714,0.0,1.8571428571428572,0.34285714285714286,0.07142857142857142,0.0
858,hungarian,294,13,random_forest,294.0,13.0,13.0,0.0,2.0,0.20460491889063318,44.813788592360034,9.08794990193353,1.5422937835278654,4.831387766394574,0.1269428560279028,0.9431340036800949,22.615384615384617,0.0,1.7735849056603774,0.08451072736787021,0.3346415489272632,0.0
859,analcatdatagviolence,74,9,logreg,74.0,9.0,8.0,1.0,2.0,0.0,926.3952702702702,105.88573809105641,1.3285499915446277,2.452334298574165,0.3362323973017056,0.9809470132722355,8.222222222222221,0.125,1.3870967741935485,0.35585585585585583,0.33783783783783783,74.0
860,vinnie,380,2,random_forest,380.0,2.0,2.0,0.0,2.0,0.0,46.17631578947368,2.0847908740755727,0.15183721428527375,-0.9065222971798509,0.09797753712625662,0.9995003941788734,190.0,0.0,1.054054054054054,0.02631578947368421,0.014473684210526316,0.0
861,auto,93,22,random_forest,93.0,22.0,20.0,2.0,2.0,0.006842619745845552,567.5265591397849,89.47654971987288,0.42317398943209944,0.23392724468477444,0.5013309770480798,0.9554189905624255,4.2272727272727275,0.1,1.6571428571428573,0.2702834799608993,0.06827956989247312,18.5
862,sleuthex,87,10,random_forest,87.0,10.0,10.0,0.0,2.0,0.0,47.12577356321839,1.0762548570825474,0.48204289595059685,-0.02872578255119205,0.359278165841907,0.9991421039890236,8.7,0.0,1.0714285714285714,0.3735632183908046,0.0,0.0
863,fric,250,10,random_forest,250.0,10.0,10.0,0.0,2.0,0.0,1.7200000004002904e-08,1.0000000227633006,0.3475286498531637,-0.5385538707580002,0.17596190252535532,0.9970433402075355,25.0,0.0,1.1367521367521367,0.9996,0.0,0.0
864,sleuthex,60,7,logreg,60.0,7.0,7.0,0.0,2.0,0.0,58.0997619047619,13.944726318110964,0.61907391578011,0.21576521592995576,0.6051559897282199,0.9927744539849228,8.571428571428571,0.0,1.2222222222222223,0.7714285714285715,0.07142857142857142,0.0
865,analcatdataneavote,100,3,knn,100.0,3.0,1.0,2.0,2.0,0.0,5.56,3.96785059998967,0.10987450734697649,-1.8980866257797822,0.0,0.3659236508973378,33.333333333333336,2.0,13.285714285714286,0.3666666666666667,0.0,51.0
867,visualizinglivestock,130,2,knn,130.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062740891847152,65.0,2.0,4.2,0.11923076923076924,0.0,15.5
868,fric,100,25,knn,100.0,25.0,25.0,0.0,2.0,0.0,2.2400000003901244e-08,1.0000000283948032,0.1976054684602528,-0.9810559976254446,0.09582087559897076,0.9953784388173404,4.0,0.0,1.173913043478261,1.0,0.0,0.0
869,fric,500,10,random_forest,500.0,10.0,10.0,0.0,2.0,0.0,9.99999999526935e-09,1.000000031468994,0.13432948479196222,-1.0028955958464831,0.08164112665959646,0.9849900098422721,50.0,0.0,1.3364485981308412,1.0,0.0,0.0
870,fric,500,5,random_forest,500.0,5.0,5.0,0.0,2.0,0.0,9.599999994946982e-09,1.0000000244963343,0.032493078239099124,-1.082679955193515,0.14865069907057124,0.9966619137291532,100.0,0.0,1.145922746781116,1.0,0.0,0.0
871,pollen,1200,5,logreg,1200.0,5.0,5.0,0.0,2.0,0.0,0.2271119166666667,6.515445441503712,0.07275815064197715,-0.04902933100089406,0.2974643740979349,0.9999999999971146,240.0,0.0,1.0,0.9966666666666667,0.0,0.0
872,872,506,13,random_forest,506.0,13.0,13.0,0.0,2.0,0.0,70.07396704469444,26.765896791778385,1.5513333429628728,4.333779065262662,0.38901956124782633,0.9780709709706108,38.92307692307692,0.0,1.4210526315789473,0.4311340833079964,0.12815445424141075,0.0
873,fric,250,50,random_forest,250.0,50.0,50.0,0.0,2.0,0.0,1.2320000000229925e-08,1.000000029821892,0.1053953426714952,-1.0996319033519122,0.05560216127030617,0.9866165198459238,5.0,0.0,1.3148148148148149,0.99992,0.0,0.0
874,rabe,50,5,random_forest,50.0,5.0,5.0,0.0,2.0,0.0,1193.9519999999998,177.0972170079438,0.5917021345853306,0.8057888033772189,0.3237902858880156,0.9814538950307683,10.0,0.0,1.380952380952381,0.9119999999999999,0.0,0.0
875,analcatdatachlamydia,100,3,random_forest,100.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701471459881012,33.333333333333336,3.0,4.2631578947368425,0.05666666666666667,0.0,5.666666666666667
876,fric,100,50,random_forest,100.0,50.0,50.0,0.0,2.0,0.0,2.2999999999977207e-08,1.000000029937738,0.11909801369311834,-1.1552752988106918,0.07990622640192592,0.9895875212191703,2.0,0.0,1.2727272727272727,1.0,0.0,0.0
877,fric,250,50,random_forest,250.0,50.0,50.0,0.0,2.0,0.0,1.584000000324437e-08,1.0000000304980012,0.08402425823517695,-1.1542432778687886,0.04993646126384804,0.9933418121851683,5.0,0.0,1.2123893805309736,1.0,0.0,0.0
878,fric,100,10,random_forest,100.0,10.0,10.0,0.0,2.0,0.0,2.200000000418534e-08,1.0000000145340318,0.3177207291607253,-0.7768875642292031,0.2242741473425214,0.9974015885648542,10.0,0.0,1.127659574468085,1.0,0.0,0.0
879,fric,500,25,random_forest,500.0,25.0,25.0,0.0,2.0,0.0,9.440000002207683e-09,1.0000000309181951,0.0874204892694252,-1.109152650527387,0.040919573558863845,0.9660780975923402,20.0,0.0,1.5510204081632653,1.0,0.0,0.0
880,mu,284,10,random_forest,284.0,10.0,10.0,0.0,2.0,0.0,538.5440140845071,980.6944656834725,4.574286243009525,43.9674788846343,0.515016172814859,0.9999999999971146,28.4,0.0,1.0,0.4348591549295774,0.0,0.0
882,pollution,60,15,knn,60.0,15.0,15.0,0.0,2.0,0.0,291.34598888888894,114.09141591176112,1.33638972990276,5.390631468866205,0.25998925191493727,0.9991983542607545,4.0,0.0,1.0689655172413792,0.63,0.0,0.0
884,fric,500,5,random_forest,500.0,5.0,5.0,0.0,2.0,0.0,7.600000003904483e-09,1.0000000300060514,0.05928690895785841,-1.2142420449784006,0.033420876620611224,0.9999884584060098,100.0,0.0,1.0080321285140563,1.0,0.0,0.0
885,transplant,131,3,knn,131.0,3.0,3.0,0.0,2.0,0.0,23.586926208651402,14.38634029930352,1.5547659051461122,4.948955037390152,0.7236836345177832,0.9478774073634944,43.666666666666664,0.0,1.7291666666666667,0.6870229007633588,0.08396946564885496,0.0
886,no,500,7,knn,500.0,7.0,7.0,0.0,2.0,0.0,24.353844274285713,14.932101989140959,0.5120959917831207,0.4748910003384585,0.2022516036124318,0.9999884584060098,71.42857142857143,0.0,1.0080321285140563,0.45942857142857146,0.014857142857142857,0.0
887,mbagrade,61,2,knn,61.0,2.0,2.0,0.0,2.0,0.0,287.483606557377,32.91229572743661,0.7448526876199593,0.0955314737564088,0.05664999205671795,0.9982545693845978,30.5,0.0,1.103448275862069,0.22950819672131145,0.39344262295081966,0.0
889,fric,100,25,logreg,100.0,25.0,25.0,0.0,2.0,0.0,1.800000000294448e-08,1.0000000266134816,0.10365703688520114,-1.1515855158405108,0.07965637235480484,0.9999999999971146,4.0,0.0,1.0,1.0,0.0,0.0
890,cloud,108,7,random_forest,108.0,7.0,6.0,1.0,2.0,0.0,18.125740740740742,10.805081312212065,1.2357612872745347,2.5032037915002836,0.5615794246345627,0.8767162889965786,15.428571428571429,0.16666666666666666,2.375,0.7830687830687831,0.004629629629629629,2.0
891,sleuthcase,93,6,random_forest,93.0,6.0,6.0,0.0,2.0,0.0,2730.5107741935485,442.07556603619577,0.5574953385792428,-0.32130161785208194,0.29860638499241426,0.9629004147684415,15.5,0.0,1.5833333333333333,0.37992831541218636,0.05734767025089606,0.0
892,sleuthcase,50,7,knn,50.0,7.0,6.0,1.0,2.0,0.0,231.4198,25.541297140157948,0.70805689192425,1.16996101312829,0.2947687951004138,0.9988455359923164,7.142857142857143,0.16666666666666666,1.0833333333333333,0.8857142857142858,0.0,50.0
893,visualizinghamster,73,5,random_forest,73.0,5.0,5.0,0.0,2.0,0.0,1.9064607424657534,0.8182155280932811,0.4717725672494407,0.2704849550915142,0.6049984478030691,0.9933570282699613,14.6,0.0,1.2121212121212122,0.9890410958904109,0.0,0.0
894,rabe,66,5,knn,66.0,5.0,5.0,0.0,2.0,0.0,37.721030303030304,68.41311524942834,2.4918882719022006,9.340150422595915,0.3719774018107257,0.9999999999971146,13.2,0.0,1.0,0.8515151515151516,0.0,0.0
895,chscasegeyser,222,2,logreg,222.0,2.0,2.0,0.0,2.0,0.0,7.936711711711711,4.473282614206575,0.33023019068250775,-1.442590777821239,0.083554342551135,0.9688035512056725,111.0,0.0,1.5227272727272727,0.1126126126126126,0.0,0.0
896,fric,500,25,random_forest,500.0,25.0,25.0,0.0,2.0,0.0,9.679999999629985e-09,1.0000000307290118,0.13891148446916823,-0.9545636090061557,0.05463275677053673,0.9895875212191703,20.0,0.0,1.2727272727272727,0.9998400000000001,0.0,0.0
897,collegesaaup,1161,16,logreg,1161.0,16.0,13.0,3.0,2.0,0.013781223083548665,550.5582720466441,269.6925161372824,1.6457363173414268,7.35855642539004,0.553936826352327,0.8809748061629783,72.5625,0.23076923076923078,2.336206896551724,0.3304801894918174,0.013383687802292453,398.6666666666667
898,hip,54,7,logreg,54.0,7.0,7.0,0.0,2.0,0.3174603174603175,77.55555555555557,7.637887273815172,1.2984022605154428,4.408615539023713,0.20481952226291003,0.9990102708775961,7.714285714285714,0.0,1.0769230769230769,0.36507936507936506,0.0,0.0
899,analcatdatanegotiation,92,5,random_forest,92.0,5.0,4.0,1.0,2.0,0.056521739130434775,57.5680785652174,14.008894152918728,0.36780584286424733,0.03803713812332643,0.2480598136739339,0.8589810370397111,18.4,0.25,2.5384615384615383,0.2217391304347826,0.0,2.0
900,chscasecensus,400,6,knn,400.0,6.0,6.0,0.0,2.0,0.0,10.875032583333335,6.473533996263001,3.615806300231301,21.500873925027022,0.03591684448393757,0.9777945702885029,66.66666666666667,0.0,1.4242424242424243,0.99625,0.0,0.0
902,sleuthcase,147,6,logreg,147.0,6.0,6.0,0.0,2.0,0.0,14.359410430839,3.8652099491129657,0.7471644701749521,-1.0108411627913494,0.17667352702886382,0.9972943816433495,24.5,0.0,1.1304347826086956,0.08730158730158731,0.46258503401360546,0.0
906,chscasecensus,400,7,logreg,400.0,7.0,7.0,0.0,2.0,0.0,4.239122749999999,0.10732980124672156,0.34687212182643423,1.2140794059017732,0.03525024010066139,0.9991161687840898,57.142857142857146,0.0,1.072538860103627,0.8932142857142856,0.0,0.0
907,chscasecensus,400,7,knn,400.0,7.0,7.0,0.0,2.0,0.0,18.129091785714287,4.703498309378035,1.0049865837820422,3.397329399568188,0.03568422099654586,0.9993506898117249,57.142857142857146,0.0,1.0618556701030928,0.9607142857142857,0.0,0.0
908,chscasecensus,400,7,knn,400.0,7.0,7.0,0.0,2.0,0.0,4.233053642857143,0.09922929695258356,0.14262227462315796,0.2978155151208525,0.03389160658414344,0.9988455359923164,57.142857142857146,0.0,1.0833333333333333,0.9017857142857143,0.0,0.0
909,chscasecensus,400,7,logreg,400.0,7.0,7.0,0.0,2.0,0.0,19.966451392857145,5.2262129787139475,1.318865427974463,4.566359486973082,0.03825920103592749,0.9998376907180971,57.142857142857146,0.0,1.0304568527918783,0.9885714285714285,0.0,0.0
910,fric,1000,10,random_forest,1000.0,10.0,10.0,0.0,2.0,0.0,7.49999999882789e-09,1.0000000261579032,0.0354262678634557,-1.1504557815091068,0.054043091735660714,0.9881489563035424,100.0,0.0,1.2935779816513762,0.9999,0.0,0.0
911,fric,250,5,random_forest,250.0,5.0,5.0,0.0,2.0,0.0,8.800000001940588e-09,1.0000000221327165,0.17273399015673024,-0.9908265209701321,0.31029017043394946,0.9895875212191703,50.0,0.0,1.2727272727272727,1.0,0.0,0.0
912,fric,1000,5,random_forest,1000.0,5.0,5.0,0.0,2.0,0.0,8.000000001118225e-09,1.000000026761007,0.16952294002993012,-0.8201503773918809,0.27660849075350236,0.9795438195265773,200.0,0.0,1.4038461538461537,1.0,0.0,0.0
913,fric,1000,10,random_forest,1000.0,10.0,10.0,0.0,2.0,0.0,5.899999998160156e-09,1.0000000330760213,0.1322052183633451,-0.9976140651050702,0.07470056298869028,0.9814538950307683,100.0,0.0,1.380952380952381,0.9997,0.0,0.0
914,balloon,1200,2,random_forest,1200.0,2.0,2.0,0.0,2.0,0.0,497.66794166666665,286.73462037738693,1.2332227493657884,6.03166238276648,0.493522989781446,0.7964233393710252,600.0,0.0,3.152249134948097,0.52,0.0,0.0
915,plasmaretinol,315,13,knn,315.0,13.0,10.0,3.0,2.0,0.0,541.6729437015872,313.0586720449416,3.0640084152474727,29.725933270192904,0.19315492589573996,0.9824740868357557,24.23076923076923,0.3,1.368421052631579,0.5460317460317461,0.035555555555555556,2.6666666666666665
916,fric,100,5,random_forest,100.0,5.0,5.0,0.0,2.0,0.0,2.1999999998412182e-08,1.0000000242101796,0.5462877424484831,-0.2880364979155444,0.5451981054012206,0.9895875212191703,20.0,0.0,1.2727272727272727,1.0,0.0,0.0
918,fric,250,50,random_forest,250.0,50.0,50.0,0.0,2.0,0.0,1.0799999999644429e-08,1.000000029120172,0.12462071392855871,-1.0523080515433505,0.057313549532755775,0.9953784388173404,5.0,0.0,1.173913043478261,1.0,0.0,0.0
919,rabe,40,2,knn,40.0,2.0,2.0,0.0,2.0,0.0,31.848750000000003,9.182246128862996,0.020326144513708608,-1.1207497931718071,0.8969629360259803,0.9981958790399248,20.0,0.0,1.105263157894737,0.975,0.0,0.0
921,analcatdataseropositive,132,3,knn,132.0,3.0,2.0,1.0,2.0,0.0,53.359848484848484,42.56296222868299,0.7827839938303187,0.4041147952048363,0.3526078528578501,0.9327076126661514,44.0,0.5,1.8695652173913044,0.34848484848484845,0.0,3.0
922,fric,100,50,random_forest,100.0,50.0,50.0,0.0,2.0,0.0,2.4399999998749032e-08,1.00000003611406,0.14598041622991217,-1.1492966955933843,0.0851721290733077,0.9814538950307683,2.0,0.0,1.380952380952381,1.0,0.0,0.0
923,visualizingsoil,1200,4,random_forest,1200.0,4.0,4.0,0.0,2.0,0.0,13.201431520833333,7.454113610123422,0.4769744878955108,-0.769015917385804,0.09219828735158614,0.9927744539849228,300.0,0.0,1.2222222222222223,0.7002083333333333,0.185625,0.0
924,humandevel,130,3,logreg,130.0,3.0,2.0,1.0,2.0,0.0,33.07146923076923,18.971729355679237,0.17519423451578064,-1.2295001108968098,0.9868118295079294,0.9999999999971146,43.333333333333336,0.5,1.0,0.9538461538461539,0.0,130.0
925,visualizinggalaxy,323,4,logreg,323.0,4.0,4.0,0.0,2.0,0.0,20.896568685758513,24.762093042673044,0.16864522675635632,-0.6091842773406979,0.2557548584256168,0.9949536900354912,80.75,0.0,1.1824324324324325,0.7399380804953559,0.0,0.0
926,fric,500,25,random_forest,500.0,25.0,25.0,0.0,2.0,0.0,1.12000000004997e-08,1.000000031972085,0.05009416116340228,-1.1803086742877467,0.03801194289355671,0.9997114417499247,20.0,0.0,1.0408163265306123,1.0,0.0,0.0
927,hutsofchildwitness,42,16,logreg,42.0,16.0,16.0,0.0,2.0,0.0,6.500297619047619,2.737347913719061,0.24416140240190623,-0.616218674533546,0.37043373368883714,0.9736680645467348,2.625,0.0,1.4705882352941178,0.5252976190476191,0.0,0.0
928,rabe,46,4,logreg,46.0,4.0,4.0,0.0,2.0,0.0,8.353260869565217,4.9674029717224055,0.21938008859921354,-1.3003574839851462,0.2686964510954507,0.9945386816471258,11.5,0.0,1.1904761904761905,0.3695652173913043,0.14130434782608695,0.0
929,rabe,70,4,logreg,70.0,4.0,4.0,0.0,2.0,0.0,8.906900821428572,5.845643650610665,0.013096310205240136,-0.5149644298890906,0.5498598292984165,0.9999999999971146,17.5,0.0,1.0,1.0,0.0,0.0
931,disclosurez,662,3,logreg,662.0,3.0,3.0,0.0,2.0,0.0,23.43600764400806,7.497684313367773,0.3724786554483233,0.03249312050329559,0.036228191475103665,0.9980963921406943,220.66666666666666,0.0,1.10828025477707,1.0,0.0,0.0
932,fric,100,50,random_forest,100.0,50.0,50.0,0.0,2.0,0.0,1.9400000008851225e-08,1.0000000247823986,0.17408872811484405,-0.9966348986512483,0.08795380100599867,0.9895875212191703,2.0,0.0,1.2727272727272727,1.0,0.0,0.0
933,fric,250,25,random_forest,250.0,25.0,25.0,0.0,2.0,0.0,2.0800000001734986e-08,1.0000000303441534,0.15581150727370693,-0.9478102343848356,0.07063513134925725,0.9944066525598949,10.0,0.0,1.1929824561403508,1.0,0.0,0.0
934,socmob,1156,5,random_forest,1156.0,5.0,1.0,4.0,2.0,0.0,16.94074394463668,44.35826917409416,7.193711684481208,81.87672303272348,0.0,0.76281229833228,231.2,4.0,3.515625,0.06851211072664361,0.22750865051903113,9.5
935,fric,250,10,random_forest,250.0,10.0,10.0,0.0,2.0,0.0,1.0000000004328769e-08,1.00000003090098,0.08755021830609142,-1.1815736900187421,0.10509202362759917,0.9895875212191703,25.0,0.0,1.2727272727272727,1.0,0.0,0.0
936,fric,500,10,random_forest,500.0,10.0,10.0,0.0,2.0,0.0,1.1800000001471744e-08,1.0000000216082465,0.25750534561812877,-0.7592815688583656,0.1437268176132647,0.9944066525598949,50.0,0.0,1.1929824561403508,0.9998000000000001,0.0,0.0
938,sleuthex,42,10,logreg,42.0,10.0,8.0,2.0,2.0,0.0,118707.02407738096,173656.56702451623,2.189066833554153,7.662814515206371,0.4231894675567767,0.9934472383773173,4.2,0.25,1.2105263157894737,0.8642857142857144,0.0,34.0
939,chscasewhale,228,9,random_forest,228.0,9.0,9.0,0.0,2.0,0.009746588693957114,84.05116959064327,48.148811929893036,0.39854304340474656,0.2599816260333827,0.27586383267619624,0.9995003941788734,25.333333333333332,0.0,1.054054054054054,0.439083820662768,0.06725146198830409,0.0
940,watertreatment,527,38,random_forest,527.0,38.0,37.0,1.0,2.0,0.027963647258563862,1242.1780978511717,242.81446419376132,2.8327153389281965,26.347454849496696,0.18069480803709115,0.6143331287502077,13.868421052631579,0.02702702702702703,5.5875,0.37611105562768404,0.008923534540232833,527.0
941,lowbwt,189,9,knn,189.0,9.0,9.0,0.0,2.0,0.0,17.42269253380364,4.433745730688518,1.5223881609752905,2.5528881521174664,0.11556232963640085,0.9983636725909277,21.0,0.0,1.1,0.07054673721340388,0.4950029394473839,0.0
942,chscasehealth,50,4,knn,50.0,4.0,2.0,2.0,2.0,0.0,892.09,113.8999047722933,0.07983548212324196,-0.39916157051917145,0.36124144957434223,0.9988455359923164,12.5,1.0,1.0833333333333333,0.585,0.0,29.5
943,fric,500,10,random_forest,500.0,10.0,10.0,0.0,2.0,0.0,1.1200000000766152e-08,1.0000000295201936,0.05489075982708128,-1.1805504366437114,0.03715293891297574,0.9990649315747253,50.0,0.0,1.0746887966804979,1.0,0.0,0.0
944,echoMonths,130,9,logreg,130.0,9.0,9.0,0.0,2.0,0.0829059829059829,10.701593162393163,2.5292217102905203,1.0116998133591448,1.197682325234479,0.24043097687989057,0.9998292601205083,14.444444444444445,0.0,1.03125,0.317948717948718,0.26324786324786326,0.0
945,kidney,76,6,random_forest,76.0,6.0,4.0,2.0,2.0,0.0,41.39802631578947,39.28030776409345,1.0055169758699738,0.5085783580858205,0.17039235295992913,0.9980008838694141,12.666666666666666,0.5,1.1111111111111112,0.29824561403508776,0.05921052631578947,3.0
946,visualizingethanol,88,2,logreg,88.0,2.0,2.0,0.0,2.0,0.0,6.9957329545454545,2.5325914449082534,0.3031756794518419,-1.3513778335968394,0.03113092731422496,0.9996273710545758,44.0,0.0,1.0465116279069768,0.5284090909090909,0.0,0.0
947,arsenicmalebladder,559,4,random_forest,559.0,4.0,4.0,0.0,2.0,0.0,6781.323121645796,52178.258977658516,2.5168577188996513,25.387574665815304,0.23712558795669017,0.25558556674610033,139.75,0.0,22.291666666666668,0.23211091234347048,0.005813953488372093,0.0
948,quake,1200,3,random_forest,1200.0,3.0,3.0,0.0,2.0,0.0,45.24201111111112,86.48313847930565,1.4199109778399024,3.3802616185070593,0.08699346984330918,0.9912540071674836,400.0,0.0,1.247191011235955,0.6783333333333333,0.020833333333333332,0.0
949,arsenicfemalebladder,559,4,random_forest,559.0,4.0,4.0,0.0,2.0,0.0,5953.711314847943,45310.38037045619,2.529680194955984,25.832721119552335,0.23737723183791204,0.592333002896442,139.75,0.0,5.9875,0.22853309481216458,0.005813953488372093,0.0
950,arsenicfemalelung,559,4,random_forest,559.0,4.0,4.0,0.0,2.0,0.0,5953.711314847943,45310.38037045619,2.529680194955984,25.832721119552335,0.23737723183791204,0.21401923999079348,139.75,0.0,28.42105263157895,0.22853309481216458,0.005813953488372093,0.0
951,arsenicmalelung,559,4,random_forest,559.0,4.0,4.0,0.0,2.0,0.0,6781.323121645796,52178.258977658516,2.5168577188996513,25.387574665815304,0.23712558795669017,0.15935006268274912,139.75,0.0,42.0,0.23211091234347048,0.005813953488372093,0.0
952,prnnfglass,214,9,random_forest,214.0,9.0,9.0,0.0,6.0,0.0,11.265851609553478,0.6895407776407763,2.071040285984989,9.908544271023597,0.22769842938237478,2.1765339923895444,23.77777777777778,0.0,8.444444444444445,0.4875389408099688,0.2035306334371755,0.0
955,tae,151,5,random_forest,151.0,5.0,5.0,0.0,2.0,0.0,10.654304635761589,5.499840201625443,0.9821371202395648,0.06846993038188871,0.17194460480745874,0.9289400324929343,30.2,0.0,1.9038461538461537,0.1337748344370861,0.0,0.0
956,molecularbiologypromoters,106,58,logreg,106.0,58.0,0.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9052002969531626,1.8275862068965518,58.0,2.1176470588235294,0.05400130123617436,0.0,5.724137931034483
957,braziltourism,412,8,random_forest,412.0,8.0,8.0,0.0,2.0,0.029126213592233007,147.91449602002427,108.86916471894548,1.4243125587034273,3.542946340772313,0.12949629879382285,0.7747817605829472,51.5,0.0,3.382978723404255,0.09617718446601942,0.28519417475728154,0.0
960,postoperativepatientdata,90,8,logreg,90.0,8.0,1.0,7.0,2.0,0.004166666666666667,10.911111111111111,2.2716842459634,0.7592239884291848,0.5220196133038959,0.0,0.8672816221971404,11.25,7.0,2.4615384615384617,0.03194444444444444,0.0,2.7142857142857144
